Date,Hour,NOx,NO,NO2
,,ug/m3,ug/m3,ug/m3
20/10/2018,22,9.7,0.1,9.6
20/10/2018,23,4.8,-0.3,5.0
20/10/2018,24,3.4,-0.3,3.8
21/10/2018,1,1.3,-0.3,1.7
21/10/2018,2,1.0,-0.4,1.5
21/10/2018,3,0.8,-0.3,1.1
21/10/2018,4,0.4,-0.5,1.0
21/10/2018,5,0.6,-0.4,1.1
21/10/2018,6,0.2,-0.5,1.0
21/10/2018,7,2.1,-0.3,2.5
21/10/2018,8,1.9,-0.5,2.9
21/10/2018,9,2.3,-0.4,3.1
21/10/2018,10,2.1,-0.1,2.3
21/10/2018,11,2.5,-0.3,2.7
21/10/2018,12,3.1,-0.1,3.2
21/10/2018,13,2.7,-0.1,2.9
21/10/2018,14,4.2,0.4,3.6
21/10/2018,15,5.2,0.5,4.2
21/10/2018,16,6.5,0.9,5.2
21/10/2018,17,7.1,0.9,5.7
21/10/2018,18,9.6,0.9,8.2
21/10/2018,19,12.2,1.0,10.7
21/10/2018,20,18.1,0.6,17.2
21/10/2018,21,16.2,1.5,13.8
21/10/2018,22,6.9,0.0,6.9
21/10/2018,23,5.9,0.3,5.3
21/10/2018,24,5.7,0.5,5.0
22/10/2018,1,1.7,-0.4,2.3
22/10/2018,2,2.9,-0.4,3.2
22/10/2018,3,2.1,-0.4,2.7
22/10/2018,4,1.5,-0.4,2.1
22/10/2018,5,2.1,-0.4,2.7
22/10/2018,6,13.0,0.8,11.8
22/10/2018,7,36.9,8.9,23.3
22/10/2018,8,111.0,49.4,35.3
22/10/2018,9,136.9,64.1,38.8
22/10/2018,10,166.7,76.1,50.6
22/10/2018,11,43.2,11.4,25.8
22/10/2018,12,22.3,5.1,14.5
22/10/2018,13,7.4,1.4,5.3
22/10/2018,14,5.0,0.8,3.8
22/10/2018,15,5.5,1.1,4.0
22/10/2018,16,3.8,0.5,3.1
22/10/2018,17,6.1,1.1,4.6
22/10/2018,18,6.5,0.4,5.9
22/10/2018,19,3.4,-0.1,3.4
22/10/2018,20,3.2,-0.1,3.4
22/10/2018,21,2.5,-0.1,2.5
22/10/2018,22,1.5,-0.1,1.9
22/10/2018,23,0.6,-0.3,1.0
22/10/2018,24,0.6,-0.4,1.0
23/10/2018,1,-0.2,-0.6,0.8
23/10/2018,2,0.0,-0.4,0.6
23/10/2018,3,0.0,-0.4,0.6
23/10/2018,4,0.0,-0.5,0.8
23/10/2018,5,-0.2,-0.5,0.6
23/10/2018,6,0.0,-0.5,0.8
23/10/2018,7,1.5,-0.1,1.7
23/10/2018,8,4.2,0.6,3.2
23/10/2018,9,9.9,1.5,7.6
23/10/2018,10,10.9,1.5,8.6
23/10/2018,11,7.4,1.0,5.9
23/10/2018,12,5.9,1.0,4.4
23/10/2018,13,7.6,1.1,6.1
23/10/2018,14,5.7,0.9,4.6
23/10/2018,15,6.9,1.0,5.5
23/10/2018,16,5.7,0.8,4.6
23/10/2018,17,6.3,0.8,5.2
23/10/2018,18,9.6,1.0,8.0
23/10/2018,19,8.0,0.4,7.6
23/10/2018,20,7.1,0.1,6.9
23/10/2018,21,3.1,-0.3,3.4
23/10/2018,22,1.5,-0.6,2.3
23/10/2018,23,1.0,-0.4,1.7
23/10/2018,24,0.8,-0.5,1.5
24/10/2018,1,0.4,-0.5,1.1
24/10/2018,2,0.0,-0.4,0.6
24/10/2018,3,0.2,-0.4,0.8
24/10/2018,4,-0.2,-0.5,0.6
24/10/2018,5,0.2,-0.3,0.6
24/10/2018,6,1.1,-0.1,1.3
24/10/2018,7,3.8,0.4,3.2
24/10/2018,8,7.3,0.5,6.5
24/10/2018,9,14.7,1.5,12.6
24/10/2018,10,24.6,3.0,20.1
24/10/2018,11,8.0,0.9,6.7
24/10/2018,12,10.3,1.4,8.2
24/10/2018,13,6.7,0.4,6.3
24/10/2018,14,8.0,0.9,6.9
24/10/2018,15,6.9,0.8,5.7
24/10/2018,16,7.6,0.6,6.7
24/10/2018,17,9.7,1.1,8.0
24/10/2018,18,11.8,0.9,10.5
24/10/2018,19,9.6,0.3,9.2
24/10/2018,20,17.2,0.4,16.6
24/10/2018,21,10.7,0.4,10.1
24/10/2018,22,11.7,0.3,11.5
24/10/2018,23,7.8,-0.1,8.0
24/10/2018,24,11.1,0.0,11.1
25/10/2018,1,2.1,-0.1,2.3
25/10/2018,2,0.2,-0.6,1.1
25/10/2018,3,0.4,-0.5,1.3
25/10/2018,4,1.0,-0.4,1.5
25/10/2018,5,0.6,-0.3,1.0
25/10/2018,6,4.2,0.1,4.0
25/10/2018,7,9.0,0.3,8.4
25/10/2018,8,10.5,0.8,9.4
25/10/2018,9,14.7,0.9,13.4
25/10/2018,10,24.1,1.9,21.4
25/10/2018,11,20.8,2.0,17.6
25/10/2018,12,13.0,2.1,9.7
25/10/2018,13,6.3,0.6,5.2
25/10/2018,14,5.3,0.6,4.4
25/10/2018,15,5.2,0.8,4.0
25/10/2018,16,6.1,0.9,4.8
25/10/2018,17,6.7,0.6,5.7
25/10/2018,18,10.9,1.4,8.8
25/10/2018,19,4.2,-0.1,4.2
25/10/2018,20,5.0,0.0,5.0
25/10/2018,21,3.6,0.0,3.6
25/10/2018,22,6.1,0.1,6.1
25/10/2018,23,3.4,-0.1,3.6
25/10/2018,24,6.5,0.5,5.7
26/10/2018,1,2.7,-0.4,3.2
26/10/2018,2,1.0,-0.3,1.3
26/10/2018,3,0.8,-0.3,1.1
26/10/2018,4,1.3,-0.1,1.3
26/10/2018,5,2.9,0.6,1.9
26/10/2018,6,5.0,1.1,3.2
26/10/2018,7,7.8,1.5,5.5
26/10/2018,8,12.2,1.8,9.7
26/10/2018,9,23.3,2.6,19.3
26/10/2018,10,28.8,4.5,22.0
26/10/2018,11,19.9,3.6,14.3
26/10/2018,12,12.0,2.3,8.6
26/10/2018,13,10.7,2.3,7.3
26/10/2018,14,10.5,1.9,7.6
26/10/2018,15,11.7,2.1,8.4
26/10/2018,16,14.5,3.0,9.9
26/10/2018,17,14.3,2.4,10.7
26/10/2018,18,11.3,1.1,9.6
26/10/2018,19,12.8,0.8,11.7
26/10/2018,20,9.2,0.3,8.8
26/10/2018,21,15.7,1.3,13.6
26/10/2018,22,9.9,1.4,7.8
26/10/2018,23,8.4,0.9,7.1
26/10/2018,24,4.6,0.1,4.4
27/10/2018,1,6.3,0.6,5.3
27/10/2018,2,4.6,0.0,4.6
27/10/2018,3,3.4,-0.3,3.8
27/10/2018,4,5.2,0.8,4.0
27/10/2018,5,3.1,0.3,2.7
27/10/2018,6,1.7,-0.3,2.3
27/10/2018,7,1.1,-0.3,1.5
27/10/2018,8,12.4,0.5,11.7
27/10/2018,9,5.9,-0.1,6.1
27/10/2018,10,6.7,-0.1,6.7
27/10/2018,11,12.2,1.3,10.3
27/10/2018,12,9.0,0.6,8.0
27/10/2018,13,12.4,1.3,10.5
27/10/2018,14,8.4,1.0,6.9
27/10/2018,15,5.7,0.6,4.8
27/10/2018,16,5.9,0.5,5.3
27/10/2018,17,9.9,0.5,9.2
27/10/2018,18,8.8,0.8,7.6
27/10/2018,19,14.7,0.5,13.9
27/10/2018,20,10.5,-0.1,10.7
27/10/2018,21,25.0,0.6,24.1
27/10/2018,22,33.6,1.5,31.3
27/10/2018,23,21.8,0.3,21.4
27/10/2018,24,13.6,0.0,13.6
28/10/2018,1,9.0,-0.1,9.2
28/10/2018,2,5.7,-0.3,6.1
28/10/2018,3,8.2,-0.1,8.4
28/10/2018,4,9.0,0.3,8.6
28/10/2018,5,9.6,0.1,9.2
28/10/2018,6,14.5,2.3,11.1
28/10/2018,7,9.6,0.3,9.0
28/10/2018,8,21.8,6.0,12.6
28/10/2018,9,23.3,5.8,14.5
28/10/2018,10,73.2,33.5,22.0
28/10/2018,11,34.2,11.6,16.2
28/10/2018,12,12.0,2.5,8.2
28/10/2018,13,4.8,0.0,4.6
28/10/2018,14,2.5,-0.1,2.7
28/10/2018,15,6.1,0.6,5.0
28/10/2018,16,7.8,0.8,6.7
28/10/2018,17,14.5,1.3,12.6
28/10/2018,18,43.4,7.0,32.5
28/10/2018,19,54.8,6.0,45.5
28/10/2018,20,102.2,32.3,53.1
28/10/2018,21,61.3,13.5,40.5
28/10/2018,22,97.2,31.8,48.7
28/10/2018,23,60.4,17.4,33.8
28/10/2018,24,17.8,1.8,15.3
29/10/2018,1,9.4,0.0,9.4
29/10/2018,2,5.0,-0.4,5.3
29/10/2018,3,3.8,-0.1,4.0
29/10/2018,4,2.5,-0.4,3.1
29/10/2018,5,3.2,-0.1,3.4
29/10/2018,6,7.1,1.5,4.8
29/10/2018,7,5.0,0.8,3.8
29/10/2018,8,4.4,0.8,3.2
29/10/2018,9,5.9,0.8,5.0
29/10/2018,10,7.6,1.1,5.9
29/10/2018,11,9.4,1.6,6.9
29/10/2018,12,8.6,1.5,6.5
29/10/2018,13,9.9,2.0,6.9
29/10/2018,14,8.8,1.4,6.7
29/10/2018,15,9.9,1.8,7.4
29/10/2018,16,9.4,1.4,7.3
29/10/2018,17,9.2,1.1,7.4
29/10/2018,18,9.2,0.8,8.0
29/10/2018,19,10.5,0.6,9.7
29/10/2018,20,9.7,0.9,8.4
29/10/2018,21,9.7,0.5,9.0
29/10/2018,22,9.0,0.6,8.0
29/10/2018,23,7.8,0.3,7.4
29/10/2018,24,5.7,0.0,5.7
30/10/2018,1,4.4,-0.1,4.6
30/10/2018,2,4.0,-0.1,4.2
30/10/2018,3,3.6,-0.4,4.2
30/10/2018,4,3.8,0.0,3.8
30/10/2018,5,3.2,-0.4,3.8
30/10/2018,6,3.8,-0.3,4.2
30/10/2018,7,5.5,-0.3,6.1
30/10/2018,8,9.2,1.3,7.3
30/10/2018,9,15.9,2.5,11.8
30/10/2018,10,23.1,4.3,16.6
30/10/2018,11,19.9,4.8,12.6
30/10/2018,12,15.9,3.9,10.1
30/10/2018,13,16.0,3.4,10.9
30/10/2018,14,19.7,4.3,13.2
30/10/2018,15,13.0,2.3,9.6
30/10/2018,16,13.8,1.9,10.9
30/10/2018,17,16.8,2.3,13.4
30/10/2018,18,27.5,4.3,21.0
30/10/2018,19,157.2,62.5,61.7
30/10/2018,20,104.9,36.1,49.7
30/10/2018,21,72.6,18.8,43.9
30/10/2018,22,56.3,15.3,33.0
30/10/2018,23,48.5,12.8,29.0
30/10/2018,24,40.7,7.6,29.0
31/10/2018,1,26.7,4.4,20.1
31/10/2018,2,6.9,0.0,7.1
31/10/2018,3,6.5,-0.3,6.7
31/10/2018,4,4.0,-0.4,4.6
31/10/2018,5,2.7,-0.6,3.6
31/10/2018,6,1.9,-0.5,2.7
31/10/2018,7,4.0,0.0,4.0
31/10/2018,8,6.5,-0.1,6.7
31/10/2018,9,26.2,4.5,19.3
31/10/2018,10,49.9,12.6,30.6
31/10/2018,11,42.0,11.5,24.4
31/10/2018,12,22.5,4.3,15.9
31/10/2018,13,16.0,2.5,12.2
31/10/2018,14,16.0,2.6,12.0
31/10/2018,15,10.7,1.3,8.8
31/10/2018,16,10.3,1.9,7.4
31/10/2018,17,12.2,2.0,9.2
31/10/2018,18,18.7,2.4,15.1
31/10/2018,19,113.5,37.4,56.3
31/10/2018,20,116.5,40.8,54.1
31/10/2018,21,130.3,50.4,53.5
31/10/2018,22,125.3,50.0,48.9
31/10/2018,23,54.8,13.5,34.0
31/10/2018,24,69.5,18.9,40.7
01/11/2018,1,67.6,16.9,42.0
01/11/2018,2,55.6,14.8,33.0
01/11/2018,3,17.4,0.4,16.6
01/11/2018,4,24.4,2.0,21.2
01/11/2018,5,14.7,-0.3,15.1
01/11/2018,6,13.0,0.5,12.2
01/11/2018,7,21.0,2.0,18.0
01/11/2018,8,37.4,8.3,24.8
01/11/2018,9,67.4,23.5,31.5
01/11/2018,10,166.7,79.4,45.5
01/11/2018,11,130.5,56.8,43.7
01/11/2018,12,61.5,18.8,32.9
01/11/2018,13,32.3,7.8,20.2
01/11/2018,14,13.4,2.4,9.7
01/11/2018,15,9.6,1.3,7.6
01/11/2018,16,13.9,2.3,10.7
01/11/2018,17,30.6,5.9,21.6
01/11/2018,18,35.9,5.4,27.7
01/11/2018,19,37.8,5.1,30.0
01/11/2018,20,27.7,2.1,24.3
01/11/2018,21,98.7,30.8,52.0
01/11/2018,22,114.4,41.8,50.8
01/11/2018,23,79.1,24.9,41.1
01/11/2018,24,51.2,14.1,29.6
02/11/2018,1,30.8,5.4,22.5
02/11/2018,2,21.4,2.4,17.8
02/11/2018,3,10.3,-0.3,10.7
02/11/2018,4,14.9,0.6,13.9
02/11/2018,5,12.6,0.8,11.5
02/11/2018,6,16.2,2.6,12.2
02/11/2018,7,22.5,3.4,17.2
02/11/2018,8,49.9,14.9,27.1
02/11/2018,9,92.6,39.6,32.1
02/11/2018,10,92.4,37.3,35.3
02/11/2018,11,52.3,16.0,27.9
02/11/2018,12,35.1,8.4,22.3
02/11/2018,13,28.8,7.3,17.8
02/11/2018,14,23.5,4.9,16.0
02/11/2018,15,18.9,3.9,12.8
02/11/2018,16,18.1,3.8,12.4
02/11/2018,17,17.6,3.1,13.0
02/11/2018,18,16.4,3.0,11.8
02/11/2018,19,14.9,1.8,12.2
02/11/2018,20,7.3,0.3,6.7
02/11/2018,21,4.8,0.1,4.6
02/11/2018,22,4.6,0.1,4.4
02/11/2018,23,3.1,-0.1,3.4
02/11/2018,24,1.0,-0.8,2.1
03/11/2018,1,1.1,-0.3,1.5
03/11/2018,2,0.2,-0.6,1.1
03/11/2018,3,-0.2,-0.5,0.8
03/11/2018,4,-0.2,-0.5,0.6
03/11/2018,5,-0.6,-0.8,0.6
03/11/2018,6,-0.6,-0.8,0.8
03/11/2018,7,-0.2,-0.6,0.8
03/11/2018,8,0.2,-0.5,1.0
03/11/2018,9,1.5,-0.4,2.3
03/11/2018,10,3.1,-0.1,3.2
03/11/2018,11,4.0,0.0,4.0
03/11/2018,12,3.4,-0.1,3.6
03/11/2018,13,6.7,0.6,5.7
03/11/2018,14,6.7,0.3,6.3
03/11/2018,15,3.1,-0.1,3.2
03/11/2018,16,4.2,0.0,4.2
03/11/2018,17,4.0,-0.1,4.4
03/11/2018,18,4.4,-0.3,4.8
03/11/2018,19,3.1,-0.4,3.6
03/11/2018,20,2.1,-0.5,2.9
03/11/2018,21,1.5,-0.5,2.3
03/11/2018,22,1.1,-0.6,2.1
03/11/2018,23,1.7,-0.5,2.5
03/11/2018,24,1.3,-0.4,1.9
04/11/2018,1,0.4,-0.5,1.1
04/11/2018,2,0.2,-0.4,1.0
04/11/2018,3,0.0,-0.5,0.8
04/11/2018,4,-0.2,-0.6,0.8
04/11/2018,5,-0.4,-0.6,0.6
04/11/2018,6,-0.2,-0.8,0.8
04/11/2018,7,-0.4,-0.5,0.4
04/11/2018,8,0.0,-0.6,1.0
04/11/2018,9,1.7,-0.4,2.3
04/11/2018,10,2.5,-0.5,3.2
04/11/2018,11,5.2,-0.1,5.3
04/11/2018,12,4.4,-0.1,4.6
04/11/2018,13,3.2,0.0,3.2
04/11/2018,14,3.2,-0.3,3.6
04/11/2018,15,4.2,0.1,3.8
04/11/2018,16,4.8,0.1,4.6
04/11/2018,17,5.3,-0.1,5.5
04/11/2018,18,15.3,0.6,14.5
04/11/2018,19,20.4,0.4,19.9
04/11/2018,20,82.9,17.3,56.5
04/11/2018,21,103.3,25.9,63.8
04/11/2018,22,101.8,27.5,60.0
04/11/2018,23,43.4,2.6,39.3
04/11/2018,24,42.4,3.8,36.7
05/11/2018,1,23.1,0.3,22.5
05/11/2018,2,7.6,-0.3,8.0
05/11/2018,3,5.7,-0.4,6.3
05/11/2018,4,3.6,-0.4,4.2
05/11/2018,5,4.8,-0.3,5.2
05/11/2018,6,10.1,1.6,7.8
05/11/2018,7,11.5,0.4,10.7
05/11/2018,8,29.6,6.6,19.5
05/11/2018,9,53.9,20.1,23.1
05/11/2018,10,70.1,27.0,28.8
05/11/2018,11,119.4,52.1,39.7
05/11/2018,12,73.2,27.4,31.3
05/11/2018,13,20.8,3.9,14.9
05/11/2018,14,19.1,3.9,13.2
05/11/2018,15,5.9,0.4,5.3
05/11/2018,16,5.0,-0.1,5.2
05/11/2018,17,29.8,3.6,24.3
05/11/2018,18,45.8,5.6,37.2
05/11/2018,19,196.2,85.3,65.7
05/11/2018,20,179.9,77.9,60.9
05/11/2018,21,25.4,2.4,21.8
05/11/2018,22,18.5,1.6,16.0
05/11/2018,23,11.7,0.0,11.7
05/11/2018,24,7.6,0.0,7.6
06/11/2018,1,4.8,-0.1,5.0
06/11/2018,2,3.4,-0.3,3.8
06/11/2018,3,2.7,-0.4,3.2
06/11/2018,4,2.5,-0.5,3.1
06/11/2018,5,1.9,-0.3,2.3
06/11/2018,6,1.0,-0.5,1.7
06/11/2018,7,0.8,-0.5,1.5
06/11/2018,8,4.4,1.0,2.9
06/11/2018,9,7.4,1.3,5.5
06/11/2018,10,21.0,4.9,13.6
06/11/2018,11,32.3,8.3,19.7
06/11/2018,12,17.8,4.4,11.1
06/11/2018,13,22.9,7.1,12.0
06/11/2018,14,11.8,2.8,7.6
06/11/2018,15,12.4,2.9,7.8
06/11/2018,16,17.2,4.1,10.9
06/11/2018,17,23.1,4.9,15.9
06/11/2018,18,48.5,13.0,28.7
06/11/2018,19,32.9,7.8,21.0
06/11/2018,20,25.4,5.3,17.4
06/11/2018,21,21.4,3.1,16.6
06/11/2018,22,10.3,0.8,9.4
06/11/2018,23,21.2,3.5,15.7
06/11/2018,24,6.5,0.5,5.9
07/11/2018,1,5.2,-0.1,5.3
07/11/2018,2,4.8,-0.3,5.2
07/11/2018,3,6.1,0.0,6.1
07/11/2018,4,3.8,-0.5,4.6
07/11/2018,5,5.2,-0.4,5.7
07/11/2018,6,3.1,-0.5,3.8
07/11/2018,7,3.2,-0.1,3.4
07/11/2018,8,9.6,0.5,9.0
07/11/2018,9,23.7,7.0,13.0
07/11/2018,10,30.8,9.3,16.6
07/11/2018,11,20.8,3.8,15.1
07/11/2018,12,12.8,2.4,9.2
07/11/2018,13,11.3,1.6,8.8
07/11/2018,14,15.5,4.3,9.0
07/11/2018,15,11.7,2.0,8.6
07/11/2018,16,15.3,3.1,10.5
07/11/2018,17,18.0,3.5,12.6
07/11/2018,18,74.9,23.5,39.0
07/11/2018,19,50.0,8.9,36.5
07/11/2018,20,57.1,10.3,41.4
07/11/2018,21,62.1,10.8,45.6
07/11/2018,22,30.8,4.1,24.6
07/11/2018,23,16.8,1.5,14.7
07/11/2018,24,10.9,0.4,10.3
08/11/2018,1,8.0,0.0,8.0
08/11/2018,2,3.4,-0.4,3.8
08/11/2018,3,1.9,-0.3,2.3
08/11/2018,4,1.5,-0.5,2.3
08/11/2018,5,1.3,-0.4,1.9
08/11/2018,6,1.1,-0.4,1.9
08/11/2018,7,1.9,-0.1,2.3
08/11/2018,8,6.7,1.3,4.8
08/11/2018,9,11.1,1.9,8.0
08/11/2018,10,19.7,4.9,12.2
08/11/2018,11,37.4,10.0,22.2
08/11/2018,12,36.5,13.0,16.4
08/11/2018,13,21.6,6.4,12.0
08/11/2018,14,29.4,9.6,14.9
08/11/2018,15,11.1,1.9,8.0
08/11/2018,16,13.4,2.4,9.7
08/11/2018,17,16.0,3.3,11.1
08/11/2018,18,21.4,2.6,17.4
08/11/2018,19,53.3,11.4,36.1
08/11/2018,20,27.5,4.1,21.2
08/11/2018,21,12.4,0.6,11.5
08/11/2018,22,12.2,1.4,10.1
08/11/2018,23,9.4,0.8,8.2
08/11/2018,24,6.7,0.0,6.7
09/11/2018,1,5.3,-0.3,5.7
09/11/2018,2,4.6,-0.3,5.0
09/11/2018,3,3.6,-0.3,4.0
09/11/2018,4,2.3,-0.6,3.2
09/11/2018,5,1.3,-0.5,2.1
09/11/2018,6,1.7,-0.5,2.5
09/11/2018,7,1.3,-0.1,1.5
09/11/2018,8,6.9,1.8,4.4
09/11/2018,9,5.3,1.0,3.8
09/11/2018,10,7.4,1.4,5.3
09/11/2018,11,15.9,4.5,9.0
09/11/2018,12,9.7,2.0,6.5
09/11/2018,13,9.9,1.8,7.3
09/11/2018,14,7.8,1.4,5.7
09/11/2018,15,11.5,1.5,9.2
09/11/2018,16,23.7,2.5,20.1
09/11/2018,17,30.9,3.8,25.2
09/11/2018,18,32.1,4.6,25.0
09/11/2018,19,18.5,1.9,15.7
09/11/2018,20,11.3,0.6,10.3
09/11/2018,21,15.1,0.8,14.1
09/11/2018,22,8.4,-0.1,8.6
09/11/2018,23,2.5,-0.4,3.2
09/11/2018,24,1.3,-0.4,1.7
10/11/2018,1,0.8,-0.8,1.7
10/11/2018,2,0.6,-0.3,1.1
10/11/2018,3,0.2,-0.6,1.1
10/11/2018,4,0.6,-0.5,1.1
10/11/2018,5,-0.2,-0.8,1.0
10/11/2018,6,-0.2,-0.6,0.8
10/11/2018,7,3.8,-0.6,4.8
10/11/2018,8,7.3,-0.4,7.8
10/11/2018,9,9.7,-0.1,9.7
10/11/2018,10,15.7,0.9,14.3
10/11/2018,11,10.7,0.6,9.6
10/11/2018,12,9.0,1.4,6.9
10/11/2018,13,7.6,1.0,5.9
10/11/2018,14,8.6,1.1,6.9
10/11/2018,15,8.4,1.0,6.7
10/11/2018,16,9.2,0.4,8.6
10/11/2018,17,27.7,3.0,23.1
10/11/2018,18,21.6,2.1,18.1
10/11/2018,19,34.6,4.4,27.9
10/11/2018,20,39.5,2.8,35.3
10/11/2018,21,49.7,4.1,43.2
10/11/2018,22,42.2,4.0,36.1
10/11/2018,23,29.4,2.4,25.8
10/11/2018,24,10.3,0.3,9.9
11/11/2018,1,3.2,-0.5,4.2
11/11/2018,2,5.3,-0.3,5.7
11/11/2018,3,4.8,-0.4,5.3
11/11/2018,4,4.0,-0.3,4.4
11/11/2018,5,3.2,-0.4,3.6
11/11/2018,6,2.1,-0.4,2.7
11/11/2018,7,2.7,-0.6,3.8
11/11/2018,8,1.5,-0.6,2.5
11/11/2018,9,4.6,-0.3,4.8
11/11/2018,10,5.7,0.1,5.5
11/11/2018,11,5.2,0.3,4.8
11/11/2018,12,9.0,0.8,7.8
11/11/2018,13,8.0,0.8,6.9
11/11/2018,14,8.2,1.0,6.9
11/11/2018,15,9.7,1.4,7.6
11/11/2018,16,7.6,0.8,6.3
11/11/2018,17,10.5,1.1,8.8
11/11/2018,18,9.4,0.9,7.8
11/11/2018,19,14.7,1.1,13.0
11/11/2018,20,8.4,0.6,7.4
11/11/2018,21,6.7,0.3,6.3
11/11/2018,22,6.7,0.1,6.5
11/11/2018,23,5.0,-0.1,5.2
11/11/2018,24,2.3,-0.5,2.9
12/11/2018,1,1.3,-0.4,1.9
12/11/2018,2,0.0,-0.8,1.0
12/11/2018,3,0.2,-0.5,1.0
12/11/2018,4,0.2,-0.5,1.0
12/11/2018,5,0.0,-0.6,1.0
12/11/2018,6,3.4,0.6,2.5
12/11/2018,7,5.9,1.4,3.8
12/11/2018,8,4.6,0.8,3.4
12/11/2018,9,7.1,1.3,5.2
12/11/2018,10,10.9,1.8,8.2
12/11/2018,11,16.8,3.4,11.8
12/11/2018,12,12.2,2.6,8.4
12/11/2018,13,11.1,2.4,7.4
12/11/2018,14,10.5,2.0,7.4
12/11/2018,15,12.6,2.3,9.2
12/11/2018,16,16.8,2.6,12.8
12/11/2018,17,18.7,2.5,14.9
12/11/2018,18,25.8,3.1,21.0
12/11/2018,19,9.9,0.8,8.8
12/11/2018,20,7.4,-0.1,7.8
12/11/2018,21,4.6,0.0,4.6
12/11/2018,22,3.2,-0.1,3.6
12/11/2018,23,3.1,-0.4,3.8
12/11/2018,24,1.0,-0.4,1.7
13/11/2018,1,0.4,-0.5,1.1
13/11/2018,2,0.0,-0.5,1.0
13/11/2018,3,-0.2,-0.6,1.0
13/11/2018,4,-0.2,-0.6,1.0
13/11/2018,5,0.6,-0.5,1.3
13/11/2018,6,1.3,-0.5,2.1
13/11/2018,7,3.1,-0.4,3.4
13/11/2018,8,13.2,2.8,8.8
13/11/2018,9,38.0,5.8,29.2
13/11/2018,10,60.9,13.6,40.3
13/11/2018,11,31.3,6.4,21.6
13/11/2018,12,18.1,3.0,13.6
13/11/2018,13,11.8,2.4,8.4
13/11/2018,14,13.6,3.0,8.8
13/11/2018,15,15.3,2.9,10.9
13/11/2018,16,15.9,2.5,11.8
13/11/2018,17,16.4,2.4,12.8
13/11/2018,18,13.0,1.6,10.3
13/11/2018,19,14.1,2.5,10.3
13/11/2018,20,10.9,1.4,8.8
13/11/2018,21,7.3,0.3,6.9
13/11/2018,22,6.5,0.1,6.3
13/11/2018,23,5.3,-0.1,5.5
13/11/2018,24,3.2,-0.4,4.0
14/11/2018,1,2.3,-0.4,2.9
14/11/2018,2,2.1,-0.1,2.3
14/11/2018,3,1.0,-0.4,1.5
14/11/2018,4,0.6,-0.5,1.5
14/11/2018,5,-0.2,-0.5,0.6
14/11/2018,6,0.0,-0.5,0.8
14/11/2018,7,0.0,-0.5,0.8
14/11/2018,8,3.8,0.9,2.3
14/11/2018,9,5.0,0.9,3.6
14/11/2018,10,9.2,1.8,6.5
14/11/2018,11,13.9,3.4,8.8
14/11/2018,12,8.2,1.5,5.9
14/11/2018,13,7.1,1.3,5.2
14/11/2018,14,9.2,1.6,6.7
14/11/2018,15,12.4,2.4,8.8
14/11/2018,16,15.5,3.5,10.1
14/11/2018,17,10.7,1.9,7.6
14/11/2018,18,9.2,1.6,6.9
14/11/2018,19,7.1,0.9,5.7
14/11/2018,20,5.5,0.4,5.0
14/11/2018,21,5.0,0.1,5.0
14/11/2018,22,11.3,0.0,11.5
14/11/2018,23,8.0,-0.3,8.2
14/11/2018,24,5.0,-0.1,5.2
15/11/2018,1,2.9,-0.3,3.1
15/11/2018,2,1.0,-0.6,2.1
15/11/2018,3,1.1,-0.4,1.7
15/11/2018,4,1.0,-0.5,1.7
15/11/2018,5,0.4,-0.5,1.3
15/11/2018,6,0.6,-0.4,1.1
15/11/2018,7,1.0,-0.5,1.7
15/11/2018,8,5.5,1.1,3.8
15/11/2018,9,4.6,0.6,3.8
15/11/2018,10,8.2,1.4,6.1
15/11/2018,11,13.4,2.0,10.3
15/11/2018,12,7.4,0.4,6.9
15/11/2018,13,15.1,1.0,13.6
15/11/2018,14,26.9,3.6,21.2
15/11/2018,15,12.2,1.9,9.4
15/11/2018,16,14.1,2.6,9.9
15/11/2018,17,33.2,7.1,22.5
15/11/2018,18,31.3,5.1,23.5
15/11/2018,19,38.6,5.9,29.6
15/11/2018,20,45.5,8.0,33.2
15/11/2018,21,36.5,4.1,30.2
15/11/2018,22,27.5,3.0,22.9
15/11/2018,23,9.9,0.6,8.8
15/11/2018,24,5.7,0.3,5.3
16/11/2018,1,6.3,0.0,6.3
16/11/2018,2,5.7,-0.1,5.9
16/11/2018,3,5.2,-0.1,5.3
16/11/2018,4,3.1,-0.3,3.4
16/11/2018,5,2.5,-0.3,2.7
16/11/2018,6,1.3,-0.3,1.5
16/11/2018,7,1.7,-0.1,2.1
16/11/2018,8,5.3,0.9,4.0
16/11/2018,9,8.6,0.5,7.8
16/11/2018,10,13.8,1.5,11.7
16/11/2018,11,11.7,1.8,9.2
16/11/2018,12,13.2,2.6,9.2
16/11/2018,13,13.9,3.0,9.4
16/11/2018,14,13.4,2.8,9.2
16/11/2018,15,11.7,2.4,8.2
16/11/2018,16,14.3,2.9,9.9
16/11/2018,17,16.0,3.4,10.9
16/11/2018,18,13.2,2.0,10.1
16/11/2018,19,9.2,0.9,7.6
16/11/2018,20,8.4,0.5,7.4
16/11/2018,21,7.1,0.4,6.5
16/11/2018,22,7.4,0.6,6.5
16/11/2018,23,5.2,0.3,4.8
16/11/2018,24,3.8,-0.1,4.0
17/11/2018,1,3.1,-0.4,3.6
17/11/2018,2,2.9,-0.3,3.2
